,S0,S1,S2,S3,AVG
504,106.0,356.0,466.0,168.0,274.0
505,106.0,351.0,466.0,168.0,272.0
506,106.0,350.0,466.0,167.0,272.0
507,106.0,352.0,467.0,168.0,273.0
508,106.0,364.0,467.0,167.0,276.0
509,106.0,356.0,467.0,166.0,273.0
510,106.0,352.0,467.0,167.0,273.0
511,105.0,362.0,467.0,169.0,275.0
512,106.0,368.0,468.0,169.0,277.0
513,106.0,364.0,469.0,169.0,277.0
514,106.0,356.0,470.0,169.0,275.0
515,109.0,363.0,469.0,168.0,277.0
516,108.0,362.0,470.0,168.0,277.0
517,108.0,349.0,471.0,170.0,274.0
518,108.0,346.0,471.0,170.0,273.0
519,107.0,346.0,471.0,170.0,273.0
520,107.0,348.0,470.0,170.0,273.0
521,107.0,347.0,471.0,170.0,273.0
522,107.0,337.0,470.0,171.0,271.0
523,108.0,336.0,470.0,171.0,271.0
524,106.0,337.0,471.0,171.0,271.0
525,107.0,338.0,470.0,171.0,271.0
526,107.0,337.0,470.0,172.0,271.0
527,105.0,340.0,470.0,172.0,271.0
528,106.0,349.0,470.0,171.0,274.0
529,105.0,358.0,470.0,171.0,276.0
530,105.0,354.0,470.0,170.0,274.0
531,105.0,355.0,470.0,171.0,275.0
532,105.0,357.0,470.0,171.0,275.0
533,105.0,354.0,470.0,171.0,275.0
534,104.0,355.0,470.0,171.0,275.0
535,105.0,343.0,471.0,171.0,272.0
536,104.0,341.0,471.0,170.0,271.0
537,105.0,343.0,471.0,170.0,272.0
538,104.0,343.0,472.0,169.0,272.0
539,105.0,340.0,471.0,168.0,271.0
540,105.0,338.0,471.0,168.0,270.0
541,105.0,339.0,472.0,169.0,271.0
542,105.0,340.0,472.0,169.0,271.0
543,105.0,343.0,473.0,170.0,272.0
544,105.0,347.0,474.0,169.0,273.0
545,105.0,330.0,473.0,169.0,269.0
546,105.0,329.0,473.0,168.0,268.0
547,106.0,329.0,474.0,169.0,269.0
548,106.0,329.0,474.0,169.0,269.0
549,106.0,329.0,474.0,170.0,269.0
550,107.0,329.0,475.0,168.0,269.0
551,107.0,329.0,475.0,164.0,268.0
552,108.0,327.0,474.0,163.0,268.0
553,109.0,326.0,474.0,163.0,268.0
554,108.0,327.0,473.0,164.0,268.0
555,108.0,328.0,474.0,164.0,268.0
556,108.0,329.0,474.0,165.0,269.0
557,108.0,329.0,473.0,164.0,268.0
558,102.0,329.0,472.0,165.0,267.0
559,100.0,330.0,470.0,167.0,266.0
560,98.0,330.0,468.0,168.0,266.0
561,99.0,330.0,468.0,168.0,266.0
562,99.0,331.0,467.0,167.0,266.0
563,98.0,331.0,467.0,166.0,265.0
564,99.0,332.0,467.0,165.0,265.0
565,100.0,331.0,468.0,165.0,266.0
566,99.0,332.0,468.0,165.0,266.0
567,99.0,334.0,469.0,165.0,266.0
568,100.0,334.0,469.0,165.0,267.0
569,99.0,334.0,469.0,166.0,267.0
570,99.0,333.0,469.0,165.0,266.0
571,99.0,334.0,469.0,166.0,267.0
572,99.0,334.0,470.0,166.0,267.0
573,100.0,336.0,469.0,166.0,267.0
574,99.0,332.0,468.0,167.0,266.0
575,98.0,334.0,468.0,166.0,266.0
576,99.0,333.0,467.0,165.0,266.0
577,98.0,334.0,467.0,167.0,266.0
578,98.0,335.0,467.0,167.0,266.0
579,98.0,336.0,468.0,167.0,267.0
580,98.0,336.0,468.0,167.0,267.0
581,98.0,336.0,468.0,167.0,267.0
582,98.0,336.0,468.0,166.0,267.0
583,98.0,337.0,469.0,166.0,267.0
584,98.0,339.0,467.0,167.0,267.0
585,97.0,339.0,467.0,167.0,267.0
586,97.0,342.0,467.0,168.0,268.0
587,97.0,343.0,468.0,168.0,269.0
588,97.0,351.0,468.0,168.0,271.0
589,96.0,344.0,469.0,167.0,269.0
590,97.0,356.0,470.0,168.0,272.0
591,98.0,339.0,470.0,167.0,268.0
592,98.0,338.0,471.0,167.0,268.0
593,98.0,337.0,470.0,167.0,268.0
594,98.0,335.0,469.0,168.0,267.0
595,97.0,335.0,469.0,169.0,267.0
596,98.0,328.0,469.0,169.0,266.0
597,97.0,327.0,469.0,170.0,265.0
598,98.0,329.0,469.0,169.0,266.0
599,100.0,332.0,468.0,167.0,266.0
600,98.0,333.0,468.0,166.0,266.0
601,98.0,334.0,467.0,166.0,266.0
602,99.0,332.0,468.0,168.0,266.0
603,102.0,329.0,469.0,168.0,267.0
604,101.0,333.0,470.0,169.0,268.0
605,101.0,334.0,470.0,169.0,268.0
606,101.0,335.0,470.0,168.0,268.0
607,102.0,336.0,470.0,168.0,269.0
608,101.0,337.0,470.0,168.0,269.0
609,101.0,338.0,470.0,168.0,269.0
610,102.0,340.0,470.0,168.0,270.0
611,101.0,340.0,471.0,169.0,270.0
612,102.0,337.0,471.0,168.0,269.0
613,102.0,336.0,470.0,167.0,268.0
614,102.0,336.0,470.0,167.0,268.0
615,103.0,337.0,470.0,168.0,269.0
616,102.0,337.0,470.0,169.0,269.0
